문제 번호,문제,보기 1,보기 2,보기 3,보기 4,보기 5,정답,해설
60,펌프의 양정을 구성하는 요소로 옳지 않은 것은?,실양정,손실수두,전양정,잔류속도 손실수두,유효흡입수두,5,"펌프의 양정은 실양정, 손실수두(마찰 손실수두, 잔류속도 손실수두 포함), 그리고 이들의 합인 전양정으로 구성됩니다. 유효흡입수두는 펌프 흡입구까지 유입되는 액체에 주어지는 압력으로 양정의 구성 요소는 아닙니다."
61,펌프 축봉장치 중 그랜드패킹과 비교하여 누수량을 극히 적게 할 수 있는 특징을 가진 것은?,랜턴링,시트패킹,축 슬리브,메커니컬실,O-링,4,메커니컬실은 그랜드패킹과 비교하여 누수량을 극히 적게 할 수 있는 것이 특징입니다.
62,"펌프의 효율을 정의하는 식으로 옳은 것은? (단, Lw는 수동력, L은 축동력이다.)",η = L / Lw,η = Lw × L,η = Lw / L,η = Lw + L,η = L - Lw,3,"펌프의 효율(η)은 수동력(Lw)과 축동력(L)의 비로 정의됩니다. 즉, η = Lw / L 입니다."
63,성능이 같은 펌프의 병렬운전 시 합성곡선에 대한 설명으로 옳은 것은?,합성운전점의 토출량은 1대 운전 시에 대수배한 것과 같다.,대수가 증가함에 따라 토출량 증가는 1대 운전 시 대수배보다 작아진다.,각 펌프의 동일 양정에 대응하는 토출량을 나누어 합성곡선을 구한다.,병렬운전은 항상 직렬운전보다 토출량이 크다.,관로 저항곡선이 높은 경우 병렬운전이 직렬운전보다 유리하다.,2,펌프 합성성능의 토출량은 각각의 성능을 단순히 대수배하면 되지만 합성운전점의 토출량은 1대 운전 시에 대수배하여서는 안 되며 오히려 대수가 증가함에 따라 토출량 증가는 작아진다고 설명되어 있습니다.
64,"펌프 변속제어 방식 중, 에너지 절감 효과가 가장 큰 것으로 나타나는 것은?",펌프 토출압력 일정 제어,관말 말단압력 일정제어,토출유량 제어방식,수위일정 제어방식,밸브 개도 제어,2,관말 말단압력 일정제어 방식이 에너지 절감 효과가 큰 것으로 나타난다고 설명되어 있습니다.
65,밸브 개도 제어 방식의 단점으로 옳지 않은 것은?,초기 투자 비용이 많이 소요된다.,에너지 손실이 크게 발생할 수 있다.,밸브 디스크의 손상으로 밸브 차수 불량의 원인이 된다.,과다한 진동으로 펌프 설비 및 배관의 조기 소손 원인이 된다.,펌프 흡입측에서 밸브 교축 시 유효흡입수두를 감소시켜 케비테이션을 발생시킬 수 있다.,1,밸브 개도 제어는 초기 투자 비용이 적은 장점이 있다고 명시되어 있습니다.
66,펌프의 장기간 운휴 시 조치사항으로 옳지 않은 것은?,예비펌프가 있는 경우 교대로 펌프를 운전한다.,항상 각 부위를 청결한 상태로 유지한다.,펌프 내부 베어링 냉각 자켓 내의 물을 빼 두어야 한다.,장기간 가동 중단 후 재사용 시 베어링의 급유상태를 조사할 필요는 없다.,기동 시 전동기의 회전 방향을 확인할 때는 반드시 펌프와의 커플링을 분리한다.,4,장기간 가동 중단한 후에 펌프를 재사용하는 경우에는 먼저 베어링의 급유상태를 조사해야 한다고 명시되어 있습니다.
67,펌프 일상점검 시 소음에 대한 판정기준으로 옳은 것은?,70dB(A) 이하,80dB(A) 이하,90dB(A) 이하,100dB(A) 이하,110dB(A) 이하,3,펌프 일상점검 시 소음 기준은 90dB(A) 이하로 명시되어 있습니다.
68,펌프 고장원인 중 양수 불능의 원인으로 옳지 않은 것은?,만수되지 않은 상태에서 기동,흡상고 과다상태 기동,흡입배관의 부적절한 설치 및 막힘,토출량 과다로 인한 케비테이션 발생,펌프 회전 불가,4,"토출량 과다로 인한 케비테이션 발생은 양수 불능의 직접적인 원인이라기보다는 펌프의 다른 문제점이며, 양수 불능은 주로 흡입 또는 펌프 자체의 문제와 관련됩니다. 제시된 다른 보기들은 양수 불능의 원인으로 직접 언급됩니다."
69,수충격 현상이 발생했을 때 관로에서 나타날 수 있는 문제점으로 옳지 않은 것은?,"관로 압력 상승에 의한 펌프, 밸브, 플랜지 파손",부압에 의한 관로 압괴,수주분리 발생,재결합 시 격심한 충격파에 의한 관로 파손,관로 내 유속의 지속적인 안정화,5,수충격 현상은 관내 유속에 급격한 변화를 주어 이상 압력이 발생하는 것이므로 유속의 지속적인 안정화는 수충격 현상의 결과가 될 수 없습니다.
70,"수충격 경감 대책 중, 부압발생 방지방법으로 옳지 않은 것은?",펌프에 플라이휠 설치,토출측 관로에 조압수조 설치,토출관로에 한방향형 조압수조 설치,펌프 토출측에 압력릴리프밸브 설치,공기밸브 설치,4,펌프 토출측에 압력릴리프밸브를 설치하는 것은 압력상승 방지법에 해당합니다.
71,케비테이션 현상 발생 방지법으로 옳은 것은?,펌프 설치높이를 가능한 높게 설치한다.,흡입측의 손실을 크게 한다.,흡입측의 수위를 낮게 한다.,펌프 회전수를 높게 한다.,동일한 조건이면 양흡입펌프가 방지에 유리하다.,5,케비테이션 발생 방지법으로 동일한 조건이면 양흡입펌프가 방지에 유리하다고 명시되어 있습니다. 다른 보기들은 케비테이션 발생을 유발하거나 방지에 불리한 조건입니다.
72,"밸브의 용도 분류 중, 취-송-배수의 유량 및 압력을 제어하거나 배수지 등의 수위를 조절하기 위한 용도로 설치하는 밸브는?",차단용 밸브,방류용 밸브,제어용 밸브,역류방지용 밸브,감압용 밸브,3,제어용 밸브는 취-송-배수의 유량 및 압력을 제어하거나 배수지 등의 수위를 조절하기 위한 용도로 설치됩니다.
73,버터플라이밸브의 특징으로 옳지 않은 것은?,밸브 몸통 내에서 원판형의 디스크가 밸브 축을 중심으로 회전한다.,다른 형식의 제어밸브에 비하여 중량이며 개폐에 필요한 회전력(토크)이 크다.,가격이 저렴하며 유량 특성이 좋다.,디스크가 밸브 몸체 내에 있어 전개 시 압력손실이 크다.,소구경에서는 관 단면적에 비하여 디스크 면적비가 크게 된다.,2,버터플라이밸브는 다른 형식의 제어밸브에 비하여 경량이며 개폐에 필요한 회전력(토크)이 작다고 설명되어 있습니다.
74,"게이트밸브(제수밸브)의 특징 중, 안나사식 게이트 밸브에 대한 설명으로 옳은 것은?",나사로 가공된 밸브봉이 회전할 수 없도록 스핀들로 고정되어 있다.,밸브봉과 밸브체가 함께 상하로 움직이므로 밸브의 치수가 커진다.,도로 등의 지하에 매설하는 게이트 밸브로는 적합하지 않다.,나사부가 밸브상자 내부에 수납되어 있어 이물질이 낄 수 있다.,나사부가 밸브상자의 외부에 위치하므로 정비가 용이하다.,4,"안나사식 게이트 밸브는 나사부를 밸브상자 내부에 수납하고 있으므로, 충수 시에 혼입된 이물질 등이 낄 수가 있다고 설명되어 있습니다."
75,"밸브선정에 있어 압력강하량의 크기, 유체흐름속도, 밸브 설치 위치와 누설한계, 계통 특성상 체크밸브의 닫힘 시간 등의 문제를 고려하여 형식을 결정해야 하는 밸브의 종류는?",제어용 밸브,차단용 밸브,방류용 밸브,역류방지용 밸브,감압용 밸브,4,해당 설명은 역류방지용 밸브의 선정 시 고려사항에 대한 내용입니다.
76,"감압밸브의 운영방식 중, 수용가의 고저차가 크지 않고 수수유량 변화가 크지 않은 곳에 적용하는 가장 일반적인 형태는?",1단감압,병렬감압,2단감압,직렬감압,다단감압,1,1단감압은 가장 일반적인 형태로 수용가의 고저차가 크지 않으며 수수유량 변화가 크지 않은 곳에 적용한다고 설명되어 있습니다.
77,"관로 보호용 밸브 중, 관로 내 공기의 체류가 예상될 때 설치하여 자동적으로 배기 또는 급기되도록 하는 밸브는?",안전밸브,흡배기 밸브,스프링식 안전밸브,공기밸브,급속 공기밸브,4,"공기밸브는 관로 내에 공기가 있으면 유량이 제한되고 관의 파열사고를 초래할 수 있으므로, 공기 체류가 예상되는 경우 설치하여 자동적으로 배기 또는 급기되도록 합니다."
78,밸브 유지관리 시 밸브 조작상 유의사항으로 옳지 않은 것은?,밸브 조작은 완속으로 시행한다.,극한적인 저개도 운전은 케비테이션을 발생시킬 수 있으므로 금지한다.,밸브 전폐 이후 실제 차수 여부를 확인한다.,세팅이 완료된 전동조작기의 리미트 스위치는 항상 변경을 고려해야 한다.,밸브 내부에 수류가 흐르지 않은 상태에서 밸브 조작 시 시트면 손상이 발생할 수 있다.,4,세팅이 완료된 전동조작기의 리미트 스위치는 특별한 이유가 없는 한 변경을 삼가고 수동 조작과 병행하여 전동조작은 금지합니다.
79,금속 부식 메커니즘을 구성하는 요소가 아닌 것은?,양극 (Anode),음극 (Cathode),금속 경로 (Metallic Path),전해질 (Ionic Path),도장막 (Coating Layer),5,"금속 부식 메커니즘은 양극, 음극, 금속 경로 및 전해질로 구성된 전기적 회로(부식전지)를 통해 일어납니다. 도장막은 부식 방지 기술의 하나이지 부식 메커니즘의 구성 요소는 아닙니다."
80,"음극방식(전기방식) 기법 중, 이종금속간의 전위차를 이용하여 방식전류를 얻는 방법은?",외부 전원법,선택 배류법,강제 배류법,희생 양극법,직접 배류법,4,희생 양극법은 이종금속간의 전위차를 이용하여 방식전류를 얻는 방법입니다.
81,수도관 방식 기준전위로 사용되는 기준전극과 그 값으로 옳은 것은?,"아연 기준전극, -850mV 이하","마그네슘 기준전극, -950mV 이하","포화황산동 기준전극, -850mV 이하","은/염화은 기준전극, -850mV 이하","백금 기준전극, -950mV 이하",3,수도관 방식기준전위는 포화황산동 기준전극(CSE)으로 -850mV 이하를 유지해야 합니다.
82,"전기방식시설 유지관리 점검주기 중, 외부전원법에 의한 전기방식시설의 정류기 출력 전압-전류, 배선 접속상태 및 계기류 확인 등을 점검하는 주기로 옳은 것은?",1년에 1회,1년에 2회,3개월에 1회,6개월에 1회,1개월에 1회,3,"외부전원법에 의한 전기방식시설은 정류기의 출력 전압-전류, 배선의 접속상태 및 계기류 확인 등을 3개월에 1회 이상 점검해야 합니다."
83,상수도 관망 전기설비 구성 요소로 옳지 않은 것은?,수전설비,변전설비,배전설비,건축물 내진설비,예비전원설비,4,"상수도 관망 전기설비는 전력인입설비를 포함한 수전설비, 변전설비, 배전설비, 부하설비 및 예비전원설비로 구성되는 전력설비와 건축물에 대한 전열 및 조명설비, 접지피뢰설비, 방재설비 및 부대전기설비로 구성되는 건축전기설비로 구성됩니다. 건축물 내진설비는 전기설비의 직접적인 구성 요소가 아닙니다."
84,"저압전기설비 구성 중, MCC(Motor Control Center)의 운전 방식으로 옳은 것은?",온/오프 스위치로만 작동된다.,주로 전자 기계형 계전기에 의해 과전류 보호가 된다.,24-2 Selector Switch로만 구분을 하고 0/0 조작이 이루어진다.,"수동운전만 가능하며, 현장조작반(LOP)에서 주로 이루어진다.",자동운전과 수동운전을 선택할 수 있으며 수동 운전이 가능하다.,5,"MCC(Motor Control Center)에서 전동기설비 운전은 자동운전과 수동운전으로 구분하고 수동 운전이 가능하며, 현장조작반(LOP)에서 수동운전은 주로 Push Button Switch에 의해 이루어진다고 설명되어 있습니다."
85,SPD(Surge Protective Device)의 주된 역할은?,전기 설비의 절연 저항 측정,과전압으로부터 전기전자통신설비 보호,배전반 내부 온도 조절,전동기 기동 시 과전류 제한,접지 저항 측정,2,SPD는 서지(과전압)에 민감한 전기전자통신설비를 서지 위협으로부터 보호하고자 유입서지를 억제시켜 설비를 보호하는 기구입니다.
86,"저압설비의 절연저항 기준 중, SELV 및 PELV의 기준치로 옳은 것은?",0.5 MΩ,1.0 MΩ,2.0 MΩ,5.0 MΩ,10.0 MΩ,1,저압설비의 절연저항 기준에서 SELV 및 PELV는 0.5 MΩ을 기준으로 한다고 명시되어 있습니다.
